entityId,name,description
Q515,city (kentucky),"A city is a large human settlement. Cities generally have extensive systems for housing, transportation, sanitation, utilities, land use, and communication. Their density facilitates interaction between people, government organizations and businesses, sometimes benefiting different parties in the process.Historically, city-dwellers have been a small proportion of humanity overall, but following two centuries of unprecedented and rapid urbanization, roughly half of the world population now lives in cities, which has had profound consequences for global sustainability. Present-day cities usually form the core of larger metropolitan areas and urban areas—creating numerous commuters traveling towards city centers for employment, entertainment, and edification. However, in a world of intensifying globalization, all cities are in different degree also connected globally beyond these regions.The most populated city proper is Chongqing while the most populous metropolitan areas are the Greater Tokyo Area, the Shanghai area, and Jabodetabek (Jakarta). The cities of Faiyum, Damascus, and Varanasi are among those laying claim to longest continual inhabitation."
Q528239,baglamas,"For the instrument used in Turkish music, see Bağlama.The baglamas (Greek: μπαγλαμάς) (plural baglamades) or baglamadaki  (μπαγλαμαδάκι), a long necked bowl-lute, is a plucked string instrument used in Greek music; it is a version of the bouzouki pitched an octave higher (nominally D-A-D), with unison pairs on the four highest strings and an octave pair on the lower D. Musically, the baglamas is most often found supporting the bouzouki in the Piraeus city style of rebetiko.The body is often hollowed out from a piece of wood (skaftos, construction) or else made from a gourd, but there are also baglamas with staved backs.  Its small size made it particularly popular with musicians who needed an instrument transportable enough to carry around easily or small enough to shelter under a coat. During parts of the 20th century, players of the bouzouki and baglamas were persecuted by the government, and the instruments were smashed by the police.The name comes from Turkish bağlama, a similar instrument."
Q52954,keyboard (instrument),"A keyboard instrument is a musical instrument played using a keyboard, a row of levers which are pressed by the fingers. The most common of these are the piano, organ, and various electronic keyboards, including synthesizers and digital pianos. Other keyboard instruments include  celestas, which are struck idiophones operated by a keyboard, and carillons, which are usually housed in bell towers or belfries of churches or municipal buildings.Today, the term keyboard often refers to keyboard-style synthesizers. Under the fingers of a sensitive performer, the keyboard may also be used to control dynamics, phrasing, shading, articulation, and other elements of expression—depending on the design and inherent capabilities of the instrument.Another important use of the word keyboard is in historical musicology, where it means an instrument whose identity cannot be firmly established. Particularly in the 18th century, the harpsichord, the clavichord, and the early piano were in competition, and the same piece might be played on more than one. Hence, in a phrase such as ""Mozart excelled as a keyboard player,"" the word keyboard is typically all-inclusive."
Q534799,greater istanbul,"Istanbul Province (Turkish: İstanbul ili), also the Istanbul Metropolitan Municipality (İstanbul Büyükşehir Belediyesi) is a province of Turkey. It has an area of 5,343.02 square kilometres (2,062.95 sq mi) and is located in the Marmara region in the north-west of the country, bordered by Tekirdağ Province to the west and Kocaeli Province to the east. The Bosphorus Strait between the Black Sea to the north and the Sea of Marmara to the south divides Istanbul Province into European and Asian sides, which makes it one of only two transcontinental provinces in Turkey, along with Çanakkale Province. Istanbul Province has a population of 14,804,116 as of 2016, making it the most populous province in Turkey. Out of a population of 12.9 million in 2009, roughly 8 million lived on the European side and the remaining 5 million lived on the Asian.Since 2004, Istanbul Province and the metropolitan municipality of Istanbul have identical boundaries, effectively making the city and the province coterminous."
Q56061,Political region,"An administrative division, unit, entity, area or region, also referred to as a subnational entity, constituent unit, or  country subdivision, is a portion of a country or other region delineated for the purpose of administration. Administrative divisions are granted a certain degree of autonomy and are usually required to manage themselves through their own local governments. Countries are divided up into these smaller units to make managing their land and the affairs of their people easier. A country may be divided into provinces, which, in turn, may be divided in whole or in part into municipalities.Administrative divisions are conceptually separate from dependent territories, with the former being an integral part of the state and the other being only under some lesser form of control. However, the term ""administrative division"" can include dependent territories as well as accepted administrative divisions (for example, in geographical databases).For clarity and convenience the standard neutral reference for the largest administrative subdivision of a country is called the ""first-level administrative division"" or ""first administrative level"". Next smaller is called ""second-level administrative division"" or ""second administrative level""."
Q5994,acoustic piano,"The piano is an acoustic, stringed musical instrument invented in Italy by Bartolomeo Cristofori around the year 1700 (the exact year is uncertain), in which the strings are struck by hammers. It is played using a keyboard, which is a row of keys (small levers) that the performer presses down or strikes with the fingers and thumbs of both hands to cause the hammers to strike the strings. The word piano is a shortened form of pianoforte, the Italian term for the early 1700s versions of the instrument,  which in turn derives from gravicembalo col piano e forte and fortepiano. The Italian musical terms piano and forte indicate ""soft"" and ""loud"" respectively, in this context referring to the variations in volume (i.e., loudness) produced in response to a pianist's touch or pressure on the keys: the greater the velocity of a key press, the greater the force of the hammer hitting the strings, and the louder the sound of the note produced and the stronger the attack. The name was created as a contrast to harpsichord, a musical instrument that does not allow variation in volume. The first fortepianos in the 1700s had a quieter sound and smaller dynamic range.An acoustic piano usually has a protective wooden case surrounding the soundboard and metal strings, which are strung under great tension on a heavy metal frame. Pressing one or more keys on the piano's keyboard causes a padded hammer (typically padded with firm felt) to strike the strings. The hammer rebounds from the strings, and the strings continue to vibrate at their resonant frequency. These vibrations are transmitted through a bridge to a soundboard that amplifies by more efficiently coupling the acoustic energy to the air. When the key is released, a damper stops the strings' vibration, ending the sound. Notes can be sustained, even when the keys are released by the fingers and thumbs, by the use of pedals at the base of the instrument. The sustain pedal enables pianists to play musical passages that would otherwise be impossible, such as sounding a 10-note chord in the lower register and then, while this chord is being continued with the sustain pedal, shifting both hands to the treble range to play a melody and arpeggios over the top of this sustained chord. Unlike the pipe organ and harpsichord, two major keyboard instruments widely used before the piano, the piano allows gradations of volume and tone according to how forcefully a performer presses or strikes the keys.Most modern pianos have a row of 88 black and white keys, 52 white keys for the notes of the C major scale (C, D, E, F, G, A and B) and 36 shorter black keys, which are raised above the white keys, and set further back on the keyboard. This means that the piano can play 88 different pitches (or ""notes""), going from the deepest bass range to the highest treble. The black keys are for the ""accidentals"" (F♯/G♭, G♯/A♭, A♯/B♭, C♯/D♭, and D♯/E♭), which are needed to play in all twelve keys. More rarely, some pianos have additional keys (which require additional strings). Most notes have three strings, except for the bass, which graduates from one to two. The strings are sounded when keys are pressed or struck, and silenced by dampers when the hands are lifted from the keyboard. Although an acoustic piano has strings, it is usually classified as a percussion instrument rather than as a stringed instrument, because the strings are struck rather than plucked (as with a harpsichord or spinet); in the Hornbostel–Sachs system of instrument classification, pianos are considered chordophones. There are two main types of piano: the grand piano and the upright piano. The grand piano is used for Classical solos, chamber music, and art song, and it is often used in jazz and pop concerts. The upright piano, which is more compact, is the most popular type, as it is a better size for use in private homes for domestic music-making and practice.During the 1800s, influenced by the musical trends of the Romantic music era, innovations such as the cast iron frame (which allowed much greater string tensions) and aliquot stringing gave grand pianos a more powerful sound, with a longer sustain and richer tone. In the nineteenth century, a family's piano played the same role that a radio or phonograph played in the twentieth century; when a nineteenth-century family wanted to hear a newly published musical piece or symphony, they could hear it by having a family member play it on the piano. During the nineteenth century, music publishers produced many musical works in arrangements for piano, so that music lovers could play and hear the popular pieces of the day in their home. The piano is widely employed in classical, jazz, traditional and popular music for solo and ensemble performances, accompaniment, and for composing, songwriting and rehearsals. Although the piano is very heavy and thus not portable and is expensive (in comparison with other widely used accompaniment instruments, such as the acoustic guitar), its musical versatility (i.e., its wide pitch range, ability to play chords, louder or softer notes and two or more independent musical lines at the same time), the large number of musicians and amateurs trained in playing it, and its wide availability in performance venues, schools and rehearsal spaces have made it one of the Western world's most familiar musical instruments. With technological advances, amplified electric pianos (1929), electronic pianos (1970s), and digital pianos (1980s) have also been developed. The electric piano became a popular instrument in the 1960s and 1970s genres of jazz fusion, funk music and rock music."
Q6024226,Metropolitan Municipality,A metropolitan municipality is a type of municipality established in some countries to serve a metropolitan area.
Q6093986,demet sagiroglu,"Demet Sağıroğlu (born 5 December 1966) is Turkish pop music singer.In 1989 she was part of the backing vocals group with Kayahan who bid to represent Turkey in 1989 Eurovision Song Contest with the song ""Ve Melankoli"" coming close second to Grup Pan who won with ""Bana Bana"". In 1990 she tried again with Kayahan with the song ""Gözlerinin Hapsindeyim"" for 1990 Eurovision Song Contest and winning the bid went on to accompany Kayahan to Zagreb where the Turkish entry finished 17th.Starting mid-1990s, she developed a successful solo career with a number of albums."
Q618779,awards/sandbox,
Q638,meaning (music),"Music is an art form and cultural activity whose medium is sound organized in time. General definitions of music include common elements such as pitch (which governs melody and harmony), rhythm (and its associated concepts tempo, meter, and articulation), dynamics (loudness and softness), and the sonic qualities of timbre and texture (which are sometimes termed the ""color"" of a musical sound). Different styles or types of music may emphasize, de-emphasize or omit some of these elements. Music is performed with a vast range of instruments and vocal techniques ranging from singing to rapping; there are solely instrumental pieces, solely vocal pieces (such as songs without instrumental accompaniment) and pieces that combine singing and instruments. The word derives from Greek μουσική (mousike; ""art of the Muses"").See glossary of musical terminology.In its most general form, the activities describing music as an art form or cultural activity include the creation of works of music (songs, tunes, symphonies, and so on), the criticism of music, the study of the history of music, and the aesthetic examination of music. Ancient Greek and Indian philosophers defined music as tones ordered horizontally as melodies and vertically as harmonies. Common sayings such as ""the harmony of the spheres"" and ""it is music to my ears"" point to the notion that music is often ordered and pleasant to listen to. However, 20th-century composer John Cage thought that any sound can be music, saying, for example, ""There is no noise, only sound.""The creation, performance, significance, and even the definition of music vary according to culture and social context. Indeed, throughout history, some new forms or styles of music have been criticized as ""not being music"", including Beethoven's Grosse Fuge string quartet in 1825, early jazz in the beginning of the 1900s and hardcore punk in the 1980s. There are many types of music, including popular music, traditional music, art music, music written for religious ceremonies and work songs such as chanteys. Music ranges from strictly organized compositions–such as Classical music symphonies from the 1700s and 1800s, through to spontaneously played improvisational music such as jazz, and avant-garde styles of chance-based contemporary music from the 20th and 21st centuries.Music can be divided into genres (e.g., country music) and genres can be further divided into subgenres (e.g., country blues and pop country are two of the many country subgenres), although the dividing lines and relationships between music genres are often subtle, sometimes open to personal interpretation, and occasionally controversial. For example, it can be hard to draw the line between some early 1980s hard rock and heavy metal. Within the arts, music may be classified as a performing art, a fine art or as an auditory art. Music may be played or sung and heard live at a rock concert or orchestra performance, heard live as part of a dramatic work (a music theater show or opera), or it may be recorded and listened to on a radio, MP3 player, CD player, smartphone or as film score or TV show.In many cultures, music is an important part of people's way of life, as it plays a key role in  religious rituals, rite of passage ceremonies (e.g., graduation and marriage), social activities (e.g., dancing) and cultural activities ranging from amateur karaoke singing to playing in an amateur funk band or singing in a community choir. People may make music as a hobby, like a teen playing cello in a youth orchestra, or work as a professional musician or singer. The music industry includes the individuals who create new songs and musical pieces (such as songwriters and composers), individuals who perform music (which include orchestra, jazz band and rock band musicians, singers and conductors), individuals who record music (music producers and sound engineers), individuals who organize concert tours, and individuals who sell recordings, sheet music, and scores to customers."
Q639669,music career,"A musician is a person who plays a musical instrument or is musically talented. Anyone who composes, conducts, or performs music is referred to as a musician. A musician who plays a musical instrument is also known as an instrumentalist.Musicians can specialize in any musical style, and some musicians play in a variety of different styles depending on cultures and background. Examples of a musician's possible skills include performing, conducting, singing, rapping, producing, composing, arranging, and the orchestration of music."
Q6505795,member states of the council of europe,"The Council of Europe was founded on 5 May 1949 by ten western and northern European states, with Greece joining three months later, and Iceland, Turkey and West Germany joining the next year. It now has 47 member states, with Montenegro being the latest to join.Article 4 of the Council of Europe Statute specifies that membership is open to any European country, provided they meet specific democratic and human rights standards. Nearly all European states have acceded to the Council of Europe, with the exception of Belarus, the Vatican City, predominantly Central Asian Kazakhstan, as well as some of the states with limited recognition."
Q660599,Arif Sag,"Arif Sağ (born 1945 in Aşkale, Erzurum, Turkey) is a Turkish singer, bağlama virtuoso, and leading figure in modern Turkish folk music, as well as a former MP in the Turkish parliament, and an academic.He taught more than 40.000 students in his music school ASM (Arif Sağ Music). He is a big influence in Turkish Folk Music.With the initiation of Roman Herzog, then-president of Germany, he gave a concert on 5 May 1996 with Köln Philharmonic Orchestra."
Q6607,Guiatr,"The guitar is a fretted musical instrument that usually has six strings. It is typically played with both hands by strumming or plucking the strings with either a guitar pick or the finger(s)/fingernails of one hand, while simultaneously fretting (pressing the strings against the frets) with the fingers of the other hand. The sound of the vibrating strings is projected either acoustically, by means of the hollow chamber of the guitar (for an acoustic guitar), or through an electrical amplifier and a speaker.The guitar is a type of chordophone, traditionally constructed from wood and strung with either gut, nylon or steel strings and distinguished from other chordophones by its construction and tuning. The modern guitar was preceded by the gittern, the vihuela, the four-course Renaissance guitar, and the five-course baroque guitar, all of which contributed to the development of the modern six-string instrument.There are three main types of modern acoustic guitar: the classical guitar (Spanish guitar/nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"". The tone of an acoustic guitar is produced by the strings' vibration, amplified by the hollow body of the guitar, which acts as a resonating chamber. The classical guitar is often played as a solo instrument using a comprehensive finger-picking technique where each string is plucked individually by the player's fingers, as opposed to being strummed. The term ""finger-picking"" can also refer to a specific tradition of folk, blues, bluegrass, and country guitar playing in the United States. The acoustic bass guitar is a low-pitched instrument that is one octave below a regular guitar.Electric guitars, introduced in the 1930s, use an amplifier and a loudspeaker that both makes the sound of the instrument loud enough for the performers and audience to hear, and, given that it produces an electric signal when played, that can electronically manipulate and shape the tone using an equalizer (e.g., bass and treble tone controls) and a huge variety of electronic effects units, the most commonly used ones being distortion (or ""overdrive"") and reverb. Early amplified guitars employed a hollow body, but solid wood guitars began to dominate during the 1960s and 1970s, as they are less prone to unwanted acoustic feedback ""howls"". As with acoustic guitars, there are a number of types of electric guitars, including hollowbody guitars, archtop guitars (used in jazz guitar, blues and rockabilly) and solid-body guitars, which are widely used in rock music.The loud, amplified sound and sonic power of the electric guitar played through a guitar amp has played a key role in the development of blues and rock music, both as an accompaniment instrument (playing riffs and chords) and performing guitar solos, and in many rock subgenres, notably heavy metal music and punk rock. The electric guitar has had a major influence on popular culture. The guitar is used in a wide variety of musical genres worldwide. It is recognized as a primary instrument in genres such as blues, bluegrass, country, flamenco, folk, jazz, jota, mariachi, metal, punk, reggae, rock, soul, and pop."
Q6823378,mete özgencil,"Mete Özgencil (born 1962) is a Turkish songwriter, composer, music video director, singer, screenwriter and painter."
Q706013,EMI Odeon,"Odeon Records was a record label founded in 1903 by Max Straus and Heinrich Zuntz of the International Talking Machine Company in Berlin, Germany. The label's name and logo come from the Odéon-Théâtre de l'Europe in Paris."
Q713750,History of West Germany,"West Germany was the informal name for the Federal Republic of Germany (German: Bundesrepublik Deutschland), a country in Central Europe, in the period between its formation on 23 May 1949 and German reunification on 3 October 1990. During this Cold War period, the western portion of Germany was part of the Western bloc. The Federal Republic was created during the Allied occupation of Germany after World War II, established from eleven states formed in the three Allied zones of occupation held by the United States, the United Kingdom and France. Its (provisional) capital was the city of Bonn. The Cold War era West Germany is unofficially historically designated the ""Bonn Republic"".At the onset of the Cold War, Europe was divided among the Western and Eastern blocs. Germany was de facto divided into two countries and two special territories, the Saarland and a divided Berlin. Initially, the Federal Republic of Germany claimed an exclusive mandate for all of Germany, considering itself to be the sole democratically reorganised continuation of the 1871–1945 German Reich. It took the line that the German Democratic Republic (GDR) was an illegally constituted puppet state. Though the GDR did hold regular elections, these were neither free nor fair. From the West German perspective, the GDR was therefore illegitimate.  Three southwestern states of West Germany merged to form Baden-Württemberg in 1952, and the Saarland joined the Federal Republic of Germany in 1957. In addition to the resulting ten states, West Berlin was considered an unofficial de facto eleventh state. While legally not part of the Federal Republic of Germany, as Berlin was under the control of the Allied Control Council, West Berlin politically aligned itself with West Germany and was represented in its federal institutions.The foundation for the influential position held by Germany today was laid during the Wirtschaftswunder (economic miracle) of the 1950s when West Germany rose from the enormous destruction wrought by World War II to become the world's third-largest economy. The first chancellor Konrad Adenauer, who remained in office until 1963, had worked for a full alignment with NATO rather than neutrality. He not only secured a membership in NATO but was also a proponent of agreements which developed into the present-day European Union. When the G6 was established in 1975, there was no question  as to whether the Federal Republic of Germany would become a member.Following the collapse of communism in Central and Eastern Europe in 1989, symbolised by the opening of the Berlin Wall, there was a rapid move towards German reunification. East Germany voted to dissolve itself and accede to the Federal Republic in 1990. Its five post-war states (Länder) were reconstituted along with the reunited Berlin, which ended its special status and formed an additional Land. They formally joined the Federal Republic on 3 October 1990, raising the number of states from ten to sixteen, ending the division of Germany. The reunion did not result in a new country;  instead, the process was essentially a voluntary act of accession, whereby West Germany was enlarged to include the additional states of East Germany, which had ceased to exist. The expanded Federal Republic retained West Germany's political culture and continued its existing memberships in international organisations, as well as its Western foreign policy alignment and affiliation to Western alliances like UN, NATO, OECD and the European Union."
Q7270,republic (government type),"A republic (Latin: res publica) is a form of government in which the country is considered a “public matter”, not the private concern or property of the rulers. The primary positions of power within a republic are not inherited, but are attained through democracy, oligarchy or autocracy. It is a form of government under which the head of state is not a hereditary monarch.In the context of American constitutional law, the definition of republic refers specifically to a form of government in which elected individuals represent the citizen body and exercise power according to the rule of law under a constitution, including separation of powers with an elected head of state, referred to as a constitutional republic or representative democracy.As of 2017, 159 of the world’s 206 sovereign states use the word “republic” as part of their official names – not all of these are republics in the sense of having elected governments, nor is the word “republic” used in the names of all nations with elected governments.The word republic comes from the Latin term res publica, which literally means “public thing,” “public matter,” or “public affair” and was used to refer to the state as a whole. The term developed its modern meaning in reference to the constitution of the ancient Roman Republic, lasting from the overthrow of the kings in 509 B.C. to the establishment of the Empire in 27 B.C. This constitution was characterized by a Senate composed of wealthy aristocrats and wielding significant influence; several popular assemblies of all free citizens, possessing the power to elect magistrates and pass laws; and a series of magistracies with varying types of civil and political authority.Most often a republic is a single sovereign state, but there are also sub-sovereign state entities that are referred to as republics, or that have governments that are described as “republican” in nature. For instance, Article IV of the United States Constitution ""guarantee[s] to every State in this Union a Republican form of Government"". In contrast, the former Soviet Union, which described itself as being a group of “Republics” and also as a “federal multinational state composed of 15 republics”, was widely viewed as being a totalitarian form of government and not a genuine republic, since its electoral system was structured so as to automatically guarantee the election of government-sponsored candidates."
Q7275,forms of state,"The term state refers to a form of polity, that is typically characterised as a centralized organisation. There is no single, undisputed, definition of what constitutes a state. A widely-used definition is a state being a polity that, within a given territory, maintains a monopoly on the use of force, but many other widely used definitions exist.Some states are sovereign, while other states are subject to external sovereignty or hegemony, where supreme authority lies in another state. The term ""state"" also applies to federated states that are members of a federation, in which sovereignty is shared between member states and a federal body.Speakers of American English often use the terms ""state"" and ""government"" as synonyms, with both words referring to an organized political group that exercises authority over a particular territory. In British and Commonwealth English, ""state"" is the only term that has that meaning, while ""the government"" instead refers to the ministers and officials who set the political policy for the territory, something that speakers of American English refer to as ""the administration"".Many human societies have been governed by states for millennia; however, for most of pre-history people lived in stateless societies. The first states arose about 5,500 years ago in conjunction with rapid growth of cities, invention of writing, and codification of new forms of religion. Over time, a variety of different forms developed, employing a variety of justifications for their existence (such as divine right, the theory of the social contract, etc.). Today, the modern nation-state is the predominant form of state to which people are subject."
Q7318,history of germany during world war ii,"Nazi Germany is the common English name for Germany between 1933 and 1945, when Adolf Hitler and his Nazi Party (NSDAP) controlled the country through a dictatorship. Under Hitler's rule, Germany was transformed into a totalitarian state where nearly all aspects of life were controlled by the government. The official name of the state was Deutsches Reich (German Reich) until 1943 and Großdeutsches Reich (Greater German Reich) from 1943 to 1945. Nazi Germany is also known as the Third Reich (Drittes Reich), meaning ""Third Realm"" or ""Third Empire"", the first two being the Holy Roman Empire (800–1806) and the German Empire (1871–1918). The Nazi regime ended after the Allies defeated Germany in May 1945, ending World War II in Europe.Hitler was appointed Chancellor of Germany by the President of the Weimar Republic, Paul von Hindenburg, on 30 January 1933. The NSDAP then began to eliminate all political opposition and consolidate its power. Hindenburg died on 2 August 1934 and Hitler became dictator of Germany by merging the offices and powers of the Chancellery and Presidency. A national referendum held 19 August 1934 confirmed Hitler as sole Führer (leader) of Germany. All power was centralised in Hitler's person and his word became the highest law. The government was not a coordinated, co-operating body, but a collection of factions struggling for power and Hitler's favour. In the midst of the Great Depression, the Nazis restored economic stability and ended mass unemployment using heavy military spending and a mixed economy. Using deficit spending, the regime undertook extensive public works, including the construction of Autobahnen (motorways). The return to economic stability boosted the regime's popularity.Racism, especially antisemitism, was a central ideological feature of the regime. The Germanic peoples were considered by the Nazis to be the master race, the purest branch of the Aryan race. Discrimination and persecution against Jews and Romani people began in earnest after the seizure of power. The first concentration camps were established in March 1933. Jews and others deemed undesirable were imprisoned, and liberals, socialists, and communists were killed, imprisoned, or exiled. Christian churches and citizens that opposed Hitler's rule were oppressed, and many leaders imprisoned. Education focused on racial biology, population policy, and fitness for military service. Career and educational opportunities for women were curtailed. Recreation and tourism were organised via the Strength Through Joy program, and the 1936 Summer Olympics showcased Germany on the international stage. Propaganda Minister Joseph Goebbels made effective use of film, mass rallies, and Hitler's hypnotic oratory to influence public opinion. The government controlled artistic expression, promoting specific art forms and banning or discouraging others.The Nazi regime dominated neighbours through military threats in the years leading up to war. Nazi Germany made increasingly aggressive territorial demands, threatening war if these were not met. It seized Austria and almost all of Czechoslovakia in 1938 and 1939. Germany signed a non-aggression pact with the USSR, and invaded Poland on 1 September 1939, launching World War II in Europe. By early 1941, Germany controlled much of Europe. Reichskommissariats took control of conquered areas and a German administration was established in the remainder of Poland. Germany exploited the raw materials and labour of both its occupied territories and its allies. Einsatzgruppen paramilitary death squads inside the occupied territories conducted mass killings of millions of Jews and other peoples deemed undesirable by the state. Many others were imprisoned, worked to death, or murdered in Nazi concentration camps and extermination camps. This genocide is known as the Holocaust.While the German invasion of the Soviet Union in 1941 was initially successful, the Soviet resurgence and entry of the United States into the war meant the Wehrmacht (German armed forces) lost the initiative on the Eastern Front in 1943 and by late 1944 had been pushed back to the pre-1939 border. Large-scale aerial bombing of Germany escalated in 1944 and the Axis powers were driven back in Eastern and Southern Europe. After the Allied invasion of France, Germany was conquered by the Soviet Union from the east and the other Allies from the west, and capitulated in May 1945. Hitler's refusal to admit defeat led to massive destruction of German infrastructure and additional war-related deaths in the closing months of the war. The victorious Allies initiated a policy of denazification and put many of the surviving Nazi leadership on trial for war crimes at the Nuremberg trials."
Q753110,Songwriting,"A songwriter is a professional that writes lyrics and composes musical compositions for songs. A songwriter can also be called a composer, although the latter term tends to be used mainly for individuals from the classical music genre and film scoring, but is also associated  writing and composing the original musical composition or musical bed. A songwriter that writes the lyrics/words are referred to as lyricist. The pressure from the music industry to produce popular hits means that songwriting is often an activity for which the tasks are distributed between a number of people. For example, a songwriter who excels at writing lyrics might be paired with a songwriter with the task of creating original melodies. Pop songs may be written by group members from the band or by staff writers – songwriters directly employed by music publishers. Some songwriters serve as their own music publishers, while others have outside publishers.The old-style apprenticeship approach to learning how to write songs is being supplemented by university degrees and college diplomas and ""rock schools"". Knowledge of modern music technology (sequencers, synthesizers, computer sound editing), songwriting elements and business skills are now often necessary requirements for a songwriter. Several music colleges offer songwriting diplomas and degrees with music business modules. Since songwriting and publishing royalties can be substantial sources of income, particularly if a song becomes a hit record; legally, in the US, songs written after 1934 may be copied only by the authors. The legal power to grant these permissions may be bought, sold or transferred. This is governed by international copyright law.Songwriters can be employed to write either the lyrics or the music directly for or alongside a performing artist, or they present songs to A&R, publishers, agents and managers for consideration. Song pitching can be done on a songwriter's behalf by their publisher or independently using tip sheets like RowFax, the MusicRow publication and SongQuarters. Skills associated with song-writing include entrepreneurism and creativity."
Q7603040,state artist,"State Artist (Turkish: Devlet Sanatçısı, also sometimes translated as ""National Artist"") is an honorary title granted to prominent artists by the government of Turkey for their contributions to the Turkish culture. It was established in 1971 by the President of Turkey (Cevdet Sunay) and the Minister of Culture and Tourism.The award is issued for people occupied in various categories of arts: music, dance, theatre, photography, cinema, visual arts, literature, etc."
Q7855391,Turkpop,"Turkish pop music had its beginnings in the late 1950s with Turkish cover versions of a wide range of imported popular styles, including rock and roll, tango, and jazz. This wide collection of songs was labelled as ""Hafif-batı"" (light western) music and included a wide range of artists, such as Frank Sinatra to Doris Day, Nat King Cole to the Everly Brothers, from Elvis Presley to Paul Anka.Turkish artists began to produce English language cover versions of these songs and write their own too, and the first original song of this type is credited to Erol Büyükburç in 1958 for his song ""Little Lucy"", which was released as a 10-inch single known as a taş plak.With the emergence of 7-inch (45 rpm) single records in Turkey soon after, listening and distribution of this type of media was easier and thus the sound became more popular."
Q81551,Konya Province,"Konya Province (Turkish: Konya ili) is a province of Turkey in central Anatolia.  The provincial capital is the city of Konya.  By area it is the largest province of Turkey. Its traffic code is 42.The  Kızören solar power plant in Konya will be able to produce 22.5 megawatts of electricity in an area of 430,000 square meters."
Q822146,lyricists,"A lyricist or lyrist is a person who writes lyrics—words for songs—as opposed to a composer, who writes the song's melody."
Q82955,Politician,"A politician is a person active in party politics, or a person holding or seeking office in government.  Politicians propose, support and create laws or policies that govern the land and, by extension, its people. Broadly speaking, a ""politician"" can be anyone who seeks to achieve political power in any bureaucratic institution."
Q939743,Group of the Unified European Left,"The Parliamentary Assembly of the Council of Europe (PACE) is the parliamentary arm of the Council of Europe, a 47-nation international organisation charged dues to their members, dedicated to upholding human rights, democracy and the rule of law. The Council of Europe is an older and wider circle of nations than the 28-member European Union – it includes, for example, Russia and Turkey among its member states – and oversees the European Court of Human Rights.The Assembly is made up of 324 members drawn from the national parliaments of the Council of Europe's member states, and generally meets four times a year for week-long plenary sessions in Strasbourg. It is one of the two statutory bodies of the Council of Europe, along with the Committee of Ministers, the executive body representing governments, with which it holds an ongoing dialogue. However, it is the Assembly which is usually regarded as the ""motor"" of the organisation, holding governments to account on human rights issues, pressing states to maintain democratic standards, proposing fresh ideas and generating the momentum for reform.The Assembly held its first session in Strasbourg on 10 August 1949, making it one of the oldest international assemblies in Europe. Among its main achievements are: ending the death penalty in Europe by requiring new member states to stop all executionsmaking possible, and shaping, the European Convention on Human Rightshigh-profile reports exposing violations of human rights in Council of Europe member statesassisting former Soviet countries to embrace democracy after 1989inspiring and helping to shape many progressive new national lawshelping member states to overcome conflict or reach consensus on divisive political or social issues"
Q962106,Hümeyra,"Hümeyra Akbay (Turkish pronunciation: [hymejˈɾaː akˈbaj]; born 15 October 1947) is a Turkish actress, singer, composer, and lyricist. In the 1970s she was a noted singer and actress. Her popularity with the new generation rose in the 2000s with the sitcom Avrupa Yakası and the feature drama My Father and My Son directed by Çağan Irmak."
